cli_district_id,birthdate,lat_street,lon_street,frequency,gender
"[72,77]","[45,46]","[36.10976315,42.748597550373155]","[-115.15799561955828,-91.7645189704043]",POPLATEK MESICNE,Female
"[72,77]","[45,46]","[36.10976315,42.748597550373155]","[-115.15799561955828,-91.7645189704043]",POPLATEK MESICNE,Male
"[72,77]","[45,46]","[36.10976315,42.748597550373155]","[-115.15799561955828,-91.7645189704043]",POPLATEK MESICNE,Male
"[72,77]","[45,46]","[36.10976315,42.748597550373155]","[-115.15799561955828,-91.7645189704043]",POPLATEK MESICNE,Male
"[72,77]","[45,46]","[36.10976315,42.748597550373155]","[-115.15799561955828,-91.7645189704043]",POPLATEK TYDNE,Female
"[58,69]","[32,54]","[34.10608,41.55567177346235]","[-79.0621201,-84.80486282582908]",POPLATEK MESICNE,Female
"[58,69]","[32,54]","[34.10608,41.55567177346235]","[-79.0621201,-84.80486282582908]",POPLATEK TYDNE,Female
"[58,69]","[32,54]","[34.10608,41.55567177346235]","[-79.0621201,-84.80486282582908]",POPLATEK MESICNE,Male
"[58,69]","[32,54]","[34.10608,41.55567177346235]","[-79.0621201,-84.80486282582908]",POPLATEK MESICNE,Female
"[58,69]","[32,54]","[34.10608,41.55567177346235]","[-79.0621201,-84.80486282582908]",POPLATEK MESICNE,Female
"[58,69]","[32,54]","[34.10608,41.55567177346235]","[-79.0621201,-84.80486282582908]",POPLATEK MESICNE,Female
"[70,77]","[32,49]","[34.10608,41.6582432]","[-80.72281,-84.80486282582908]",POPLATEK MESICNE,Male
"[70,77]","[32,49]","[34.10608,41.6582432]","[-80.72281,-84.80486282582908]",POPLATEK MESICNE,Female
"[70,77]","[32,49]","[34.10608,41.6582432]","[-80.72281,-84.80486282582908]",POPLATEK MESICNE,Male
"[70,77]","[32,49]","[34.10608,41.6582432]","[-80.72281,-84.80486282582908]",POPLATEK MESICNE,Male
"[70,77]","[32,49]","[34.10608,41.6582432]","[-80.72281,-84.80486282582908]",POPLATEK MESICNE,Male
"[58,67]","[35,52]","[38.9633257,43.02569795]","[-1.9616415,-77.23095124599195]",POPLATEK MESICNE,Male
"[58,67]","[35,52]","[38.9633257,43.02569795]","[-1.9616415,-77.23095124599195]",POPLATEK MESICNE,Female
"[58,67]","[35,52]","[38.9633257,43.02569795]","[-1.9616415,-77.23095124599195]",POPLATEK MESICNE,Female
"[58,67]","[35,52]","[38.9633257,43.02569795]","[-1.9616415,-77.23095124599195]",POPLATEK TYDNE,Male
"[58,67]","[35,52]","[38.9633257,43.02569795]","[-1.9616415,-77.23095124599195]",POPLATEK MESICNE,Male
"[59,74]","[30,47]","[36.2837674,41.4520925]","[-1.124265,5.4095661]",POPLATEK MESICNE,Male
"[59,74]","[30,47]","[36.2837674,41.4520925]","[-1.124265,5.4095661]",POPLATEK MESICNE,Female
"[59,74]","[30,47]","[36.2837674,41.4520925]","[-1.124265,5.4095661]",POPLATEK MESICNE,Female
"[59,74]","[30,47]","[36.2837674,41.4520925]","[-1.124265,5.4095661]",POPLATEK MESICNE,Female
"[59,74]","[30,47]","[36.2837674,41.4520925]","[-1.124265,5.4095661]",POPLATEK MESICNE,Male
"[44,51]","[13,8]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Male
"[44,51]","[13,8]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Male
"[44,51]","[13,8]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Male
"[44,51]","[13,8]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Male
"[44,51]","[13,8]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Male
"[44,51]","[13,8]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Female
"[51,58]","[13,9]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Female
"[51,58]","[13,9]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Male
"[51,58]","[13,9]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Female
"[51,58]","[13,9]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Female
"[51,58]","[13,9]","[43.205189,46.0272752]","[-116.5759867,-88.822156]",POPLATEK MESICNE,Female
"[44,50]","[15,29]","[45.71871662889119,46.339903]","[-115.8820386,-95.84745]",POPLATEK MESICNE,Female
"[44,50]","[15,29]","[45.71871662889119,46.339903]","[-115.8820386,-95.84745]",POPLATEK MESICNE,Male
"[44,50]","[15,29]","[45.71871662889119,46.339903]","[-115.8820386,-95.84745]",POPLATEK MESICNE,Male
"[44,50]","[15,29]","[45.71871662889119,46.339903]","[-115.8820386,-95.84745]",POPLATEK MESICNE,Female
"[44,50]","[15,29]","[45.71871662889119,46.339903]","[-115.8820386,-95.84745]",POPLATEK MESICNE,Male
"[54,60]","[17,29]","[44.0289536,49.6002339]","[-115.6106061,-87.202588]",POPLATEK MESICNE,Male
"[54,60]","[17,29]","[44.0289536,49.6002339]","[-115.6106061,-87.202588]",POPLATEK MESICNE,Male
"[54,60]","[17,29]","[44.0289536,49.6002339]","[-115.6106061,-87.202588]",POPLATEK MESICNE,Female
"[54,60]","[17,29]","[44.0289536,49.6002339]","[-115.6106061,-87.202588]",POPLATEK MESICNE,Female
"[54,60]","[17,29]","[44.0289536,49.6002339]","[-115.6106061,-87.202588]",POPLATEK MESICNE,Male
"[43,50]","[2,9]","[43.1900046,52.45376785]","[-1.6933136,-52.7330463]",POPLATEK MESICNE,Female
"[43,50]","[2,9]","[43.1900046,52.45376785]","[-1.6933136,-52.7330463]",POPLATEK TYDNE,Male
"[43,50]","[2,9]","[43.1900046,52.45376785]","[-1.6933136,-52.7330463]",POPLATEK PO OBRATU,Female
"[43,50]","[2,9]","[43.1900046,52.45376785]","[-1.6933136,-52.7330463]",POPLATEK MESICNE,Female
"[43,50]","[2,9]","[43.1900046,52.45376785]","[-1.6933136,-52.7330463]",POPLATEK MESICNE,Male
"[43,50]","[2,9]","[43.1900046,52.45376785]","[-1.6933136,-52.7330463]",POPLATEK MESICNE,Female
"[54,60]","[4,8]","[43.1900046,46.070019]","[-5.9201863,-60.2770492]",POPLATEK MESICNE,Male
"[54,60]","[4,8]","[43.1900046,46.070019]","[-5.9201863,-60.2770492]",POPLATEK MESICNE,Male
"[54,60]","[4,8]","[43.1900046,46.070019]","[-5.9201863,-60.2770492]",POPLATEK MESICNE,Female
"[54,60]","[4,8]","[43.1900046,46.070019]","[-5.9201863,-60.2770492]",POPLATEK MESICNE,Female
"[54,60]","[4,8]","[43.1900046,46.070019]","[-5.9201863,-60.2770492]",POPLATEK MESICNE,Female
"[42,53]","[18,29]","[43.1900046,47.6985307]","[-0.33248,-60.2770492]",POPLATEK MESICNE,Female
"[42,53]","[18,29]","[43.1900046,47.6985307]","[-0.33248,-60.2770492]",POPLATEK MESICNE,Female
"[42,53]","[18,29]","[43.1900046,47.6985307]","[-0.33248,-60.2770492]",POPLATEK MESICNE,Female
"[42,53]","[18,29]","[43.1900046,47.6985307]","[-0.33248,-60.2770492]",POPLATEK MESICNE,Female
"[42,53]","[18,29]","[43.1900046,47.6985307]","[-0.33248,-60.2770492]",POPLATEK MESICNE,Female
"[54,59]","[15,19]","[43.1900046,60.1927138]","[-0.4676852,-62.6786159]",POPLATEK MESICNE,Male
"[54,59]","[15,19]","[43.1900046,60.1927138]","[-0.4676852,-62.6786159]",POPLATEK MESICNE,Female
"[54,59]","[15,19]","[43.1900046,60.1927138]","[-0.4676852,-62.6786159]",POPLATEK MESICNE,Male
"[54,59]","[15,19]","[43.1900046,60.1927138]","[-0.4676852,-62.6786159]",POPLATEK MESICNE,Male
"[54,59]","[15,19]","[43.1900046,60.1927138]","[-0.4676852,-62.6786159]",POPLATEK MESICNE,Male
"[38,46]","[12,6]","[44.3717578,51.4907819]","[0.3774018,9.1523154]",POPLATEK MESICNE,Female
"[38,46]","[12,6]","[44.3717578,51.4907819]","[0.3774018,9.1523154]",POPLATEK MESICNE,Male
"[38,46]","[12,6]","[44.3717578,51.4907819]","[0.3774018,9.1523154]",POPLATEK MESICNE,Female
"[38,46]","[12,6]","[44.3717578,51.4907819]","[0.3774018,9.1523154]",POPLATEK MESICNE,Male
"[38,46]","[12,6]","[44.3717578,51.4907819]","[0.3774018,9.1523154]",POPLATEK MESICNE,Male
"[46,51]","[10,9]","[45.3668603,52.370336]","[1.4175744,8.7240713]",POPLATEK MESICNE,Male
"[46,51]","[10,9]","[45.3668603,52.370336]","[1.4175744,8.7240713]",POPLATEK MESICNE,Female
"[46,51]","[10,9]","[45.3668603,52.370336]","[1.4175744,8.7240713]",POPLATEK MESICNE,Male
"[46,51]","[10,9]","[45.3668603,52.370336]","[1.4175744,8.7240713]",POPLATEK MESICNE,Female
"[46,51]","[10,9]","[45.3668603,52.370336]","[1.4175744,8.7240713]",POPLATEK MESICNE,Male
"[46,51]","[10,9]","[45.3668603,52.370336]","[1.4175744,8.7240713]",POPLATEK MESICNE,Male
"[40,44]","[20,28]","[44.011649199999994,51.0306985]","[10.11678226475984,8.5909636]",POPLATEK MESICNE,Male
"[40,44]","[20,28]","[44.011649199999994,51.0306985]","[10.11678226475984,8.5909636]",POPLATEK MESICNE,Female
"[40,44]","[20,28]","[44.011649199999994,51.0306985]","[10.11678226475984,8.5909636]",POPLATEK MESICNE,Male
"[40,44]","[20,28]","[44.011649199999994,51.0306985]","[10.11678226475984,8.5909636]",POPLATEK MESICNE,Male
"[40,44]","[20,28]","[44.011649199999994,51.0306985]","[10.11678226475984,8.5909636]",POPLATEK PO OBRATU,Male
"[40,44]","[20,28]","[44.011649199999994,51.0306985]","[10.11678226475984,8.5909636]",POPLATEK MESICNE,Female
"[46,51]","[21,27]","[43.61746,51.46357805]","[-0.33248,9.0752066]",POPLATEK MESICNE,Female
"[46,51]","[21,27]","[43.61746,51.46357805]","[-0.33248,9.0752066]",POPLATEK MESICNE,Female
"[46,51]","[21,27]","[43.61746,51.46357805]","[-0.33248,9.0752066]",POPLATEK MESICNE,Male
"[46,51]","[21,27]","[43.61746,51.46357805]","[-0.33248,9.0752066]",POPLATEK MESICNE,Female
"[46,51]","[21,27]","[43.61746,51.46357805]","[-0.33248,9.0752066]",POPLATEK MESICNE,Female
"[51,54]","[12,5]","[43.61746,52.1620973]","[-0.33248,8.5909636]",POPLATEK MESICNE,Male
"[51,54]","[12,5]","[43.61746,52.1620973]","[-0.33248,8.5909636]",POPLATEK MESICNE,Male
"[51,54]","[12,5]","[43.61746,52.1620973]","[-0.33248,8.5909636]",POPLATEK MESICNE,Female
"[51,54]","[12,5]","[43.61746,52.1620973]","[-0.33248,8.5909636]",POPLATEK MESICNE,Female
"[51,54]","[12,5]","[43.61746,52.1620973]","[-0.33248,8.5909636]",POPLATEK MESICNE,Female
"[55,60]","[13,8]","[46.4456895,52.1620973]","[3.0804641,8.5909636]",POPLATEK MESICNE,Female
"[55,60]","[13,8]","[46.4456895,52.1620973]","[3.0804641,8.5909636]",POPLATEK MESICNE,Female
"[55,60]","[13,8]","[46.4456895,52.1620973]","[3.0804641,8.5909636]",POPLATEK MESICNE,Male
"[55,60]","[13,8]","[46.4456895,52.1620973]","[3.0804641,8.5909636]",POPLATEK MESICNE,Female
"[55,60]","[13,8]","[46.4456895,52.1620973]","[3.0804641,8.5909636]",POPLATEK MESICNE,Male
"[51,59]","[14,19]","[45.3668603,49.5385243]","[10.2524462,8.5909636]",POPLATEK MESICNE,Male
"[51,59]","[14,19]","[45.3668603,49.5385243]","[10.2524462,8.5909636]",POPLATEK MESICNE,Male
"[51,59]","[14,19]","[45.3668603,49.5385243]","[10.2524462,8.5909636]",POPLATEK MESICNE,Male
"[51,59]","[14,19]","[45.3668603,49.5385243]","[10.2524462,8.5909636]",POPLATEK TYDNE,Male
"[51,59]","[14,19]","[45.3668603,49.5385243]","[10.2524462,8.5909636]",POPLATEK MESICNE,Male
"[52,60]","[19,28]","[44.011649199999994,51.4907819]","[0.3774018,6.9611777]",POPLATEK MESICNE,Male
"[52,60]","[19,28]","[44.011649199999994,51.4907819]","[0.3774018,6.9611777]",POPLATEK MESICNE,Male
"[52,60]","[19,28]","[44.011649199999994,51.4907819]","[0.3774018,6.9611777]",POPLATEK MESICNE,Male
"[52,60]","[19,28]","[44.011649199999994,51.4907819]","[0.3774018,6.9611777]",POPLATEK MESICNE,Female
"[52,60]","[19,28]","[44.011649199999994,51.4907819]","[0.3774018,6.9611777]",POPLATEK MESICNE,Male
"[52,60]","[19,28]","[44.011649199999994,51.4907819]","[0.3774018,6.9611777]",POPLATEK MESICNE,Female
"[65,75]","[14,9]","[43.205189,45.169709]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Female
"[65,75]","[14,9]","[43.205189,45.169709]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Female
"[65,75]","[14,9]","[43.205189,45.169709]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Female
"[65,75]","[14,9]","[43.205189,45.169709]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Female
"[65,75]","[14,9]","[43.205189,45.169709]","[-115.6106061,-88.822156]",POPLATEK PO OBRATU,Male
"[65,75]","[14,9]","[43.205189,45.169709]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Male
"[66,76]","[16,25]","[43.965482,46.5600148]","[-115.075714,-124.0591699]",POPLATEK MESICNE,Male
"[66,76]","[16,25]","[43.965482,46.5600148]","[-115.075714,-124.0591699]",POPLATEK MESICNE,Male
"[66,76]","[16,25]","[43.965482,46.5600148]","[-115.075714,-124.0591699]",POPLATEK MESICNE,Female
"[66,76]","[16,25]","[43.965482,46.5600148]","[-115.075714,-124.0591699]",POPLATEK MESICNE,Female
"[66,76]","[16,25]","[43.965482,46.5600148]","[-115.075714,-124.0591699]",POPLATEK MESICNE,Male
"[63,72]","[11,27]","[43.864954,49.6002339]","[-52.7330463,-80.5969257]",POPLATEK MESICNE,Female
"[63,72]","[11,27]","[43.864954,49.6002339]","[-52.7330463,-80.5969257]",POPLATEK PO OBRATU,Male
"[63,72]","[11,27]","[43.864954,49.6002339]","[-52.7330463,-80.5969257]",POPLATEK MESICNE,Male
"[63,72]","[11,27]","[43.864954,49.6002339]","[-52.7330463,-80.5969257]",POPLATEK PO OBRATU,Female
"[63,72]","[11,27]","[43.864954,49.6002339]","[-52.7330463,-80.5969257]",POPLATEK MESICNE,Male
"[63,75]","[11,8]","[43.1900046,47.6985307]","[-4.6541876,-52.7330463]",POPLATEK MESICNE,Female
"[63,75]","[11,8]","[43.1900046,47.6985307]","[-4.6541876,-52.7330463]",POPLATEK MESICNE,Male
"[63,75]","[11,8]","[43.1900046,47.6985307]","[-4.6541876,-52.7330463]",POPLATEK MESICNE,Male
"[63,75]","[11,8]","[43.1900046,47.6985307]","[-4.6541876,-52.7330463]",POPLATEK MESICNE,Male
"[63,75]","[11,8]","[43.1900046,47.6985307]","[-4.6541876,-52.7330463]",POPLATEK MESICNE,Male
"[63,75]","[11,8]","[43.1900046,47.6985307]","[-4.6541876,-52.7330463]",POPLATEK MESICNE,Male
"[61,72]","[10,5]","[43.3413582,60.1927138]","[-0.6627481,0.7427819]",POPLATEK MESICNE,Male
"[61,72]","[10,5]","[43.3413582,60.1927138]","[-0.6627481,0.7427819]",POPLATEK MESICNE,Female
"[61,72]","[10,5]","[43.3413582,60.1927138]","[-0.6627481,0.7427819]",POPLATEK TYDNE,Male
"[61,72]","[10,5]","[43.3413582,60.1927138]","[-0.6627481,0.7427819]",POPLATEK MESICNE,Female
"[61,72]","[10,5]","[43.3413582,60.1927138]","[-0.6627481,0.7427819]",POPLATEK MESICNE,Male
"[61,72]","[10,5]","[43.3413582,60.1927138]","[-0.6627481,0.7427819]",POPLATEK MESICNE,Female
"[74,77]","[12,8]","[43.3413582,60.1927138]","[-0.6627481,0.9602051]",POPLATEK MESICNE,Male
"[74,77]","[12,8]","[43.3413582,60.1927138]","[-0.6627481,0.9602051]",POPLATEK MESICNE,Male
"[74,77]","[12,8]","[43.3413582,60.1927138]","[-0.6627481,0.9602051]",POPLATEK MESICNE,Female
"[74,77]","[12,8]","[43.3413582,60.1927138]","[-0.6627481,0.9602051]",POPLATEK MESICNE,Female
"[74,77]","[12,8]","[43.3413582,60.1927138]","[-0.6627481,0.9602051]",POPLATEK MESICNE,Female
"[62,69]","[13,27]","[51.4907819,60.1927138]","[-1.1644591637155153,1.0841815]",POPLATEK MESICNE,Female
"[62,69]","[13,27]","[51.4907819,60.1927138]","[-1.1644591637155153,1.0841815]",POPLATEK MESICNE,Male
"[62,69]","[13,27]","[51.4907819,60.1927138]","[-1.1644591637155153,1.0841815]",POPLATEK MESICNE,Male
"[62,69]","[13,27]","[51.4907819,60.1927138]","[-1.1644591637155153,1.0841815]",POPLATEK MESICNE,Female
"[62,69]","[13,27]","[51.4907819,60.1927138]","[-1.1644591637155153,1.0841815]",POPLATEK MESICNE,Male
"[70,76]","[14,22]","[43.61746,60.1927138]","[-0.33248,-1.7175840601421202]",POPLATEK MESICNE,Male
"[70,76]","[14,22]","[43.61746,60.1927138]","[-0.33248,-1.7175840601421202]",POPLATEK TYDNE,Male
"[70,76]","[14,22]","[43.61746,60.1927138]","[-0.33248,-1.7175840601421202]",POPLATEK TYDNE,Female
"[70,76]","[14,22]","[43.61746,60.1927138]","[-0.33248,-1.7175840601421202]",POPLATEK MESICNE,Female
"[70,76]","[14,22]","[43.61746,60.1927138]","[-0.33248,-1.7175840601421202]",POPLATEK MESICNE,Female
"[61,64]","[11,4]","[43.5893631,52.1620973]","[5.3496353,6.735243143773117]",POPLATEK MESICNE,Male
"[61,64]","[11,4]","[43.5893631,52.1620973]","[5.3496353,6.735243143773117]",POPLATEK MESICNE,Female
"[61,64]","[11,4]","[43.5893631,52.1620973]","[5.3496353,6.735243143773117]",POPLATEK PO OBRATU,Male
"[61,64]","[11,4]","[43.5893631,52.1620973]","[5.3496353,6.735243143773117]",POPLATEK MESICNE,Female
"[61,64]","[11,4]","[43.5893631,52.1620973]","[5.3496353,6.735243143773117]",POPLATEK MESICNE,Female
"[64,72]","[12,8]","[44.011649199999994,50.3675677]","[10.11678226475984,9.82279009151976]",POPLATEK MESICNE,Female
"[64,72]","[12,8]","[44.011649199999994,50.3675677]","[10.11678226475984,9.82279009151976]",POPLATEK MESICNE,Female
"[64,72]","[12,8]","[44.011649199999994,50.3675677]","[10.11678226475984,9.82279009151976]",POPLATEK MESICNE,Female
"[64,72]","[12,8]","[44.011649199999994,50.3675677]","[10.11678226475984,9.82279009151976]",POPLATEK MESICNE,Male
"[64,72]","[12,8]","[44.011649199999994,50.3675677]","[10.11678226475984,9.82279009151976]",POPLATEK MESICNE,Male
"[64,72]","[12,8]","[44.011649199999994,50.3675677]","[10.11678226475984,9.82279009151976]",POPLATEK MESICNE,Female
"[72,75]","[4,8]","[47.1769164,52.370336]","[4.8895215,8.5909636]",POPLATEK MESICNE,Female
"[72,75]","[4,8]","[47.1769164,52.370336]","[4.8895215,8.5909636]",POPLATEK MESICNE,Female
"[72,75]","[4,8]","[47.1769164,52.370336]","[4.8895215,8.5909636]",POPLATEK MESICNE,Male
"[72,75]","[4,8]","[47.1769164,52.370336]","[4.8895215,8.5909636]",POPLATEK MESICNE,Male
"[72,75]","[4,8]","[47.1769164,52.370336]","[4.8895215,8.5909636]",POPLATEK MESICNE,Male
"[72,76]","[11,9]","[45.9494582,52.3572582]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[72,76]","[11,9]","[45.9494582,52.3572582]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[72,76]","[11,9]","[45.9494582,52.3572582]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[72,76]","[11,9]","[45.9494582,52.3572582]","[1.4175744,9.0752066]",POPLATEK MESICNE,Male
"[72,76]","[11,9]","[45.9494582,52.3572582]","[1.4175744,9.0752066]",POPLATEK MESICNE,Male
"[61,70]","[19,27]","[43.5893631,50.0491699]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[61,70]","[19,27]","[43.5893631,50.0491699]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[61,70]","[19,27]","[43.5893631,50.0491699]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[61,70]","[19,27]","[43.5893631,50.0491699]","[1.4175744,9.0752066]",POPLATEK MESICNE,Female
"[61,70]","[19,27]","[43.5893631,50.0491699]","[1.4175744,9.0752066]",POPLATEK MESICNE,Male
"[64,68]","[19,25]","[50.3675677,62.5213602]","[1.3729152,6.1276155]",POPLATEK MESICNE,Male
"[64,68]","[19,25]","[50.3675677,62.5213602]","[1.3729152,6.1276155]",POPLATEK MESICNE,Female
"[64,68]","[19,25]","[50.3675677,62.5213602]","[1.3729152,6.1276155]",POPLATEK MESICNE,Female
"[64,68]","[19,25]","[50.3675677,62.5213602]","[1.3729152,6.1276155]",POPLATEK MESICNE,Female
"[70,74]","[17,23]","[47.1769164,52.8243943]","[3.0804641,8.5909636]",POPLATEK MESICNE,Male
"[70,74]","[17,23]","[47.1769164,52.8243943]","[3.0804641,8.5909636]",POPLATEK MESICNE,Male
"[70,74]","[17,23]","[47.1769164,52.8243943]","[3.0804641,8.5909636]",POPLATEK TYDNE,Female
"[70,74]","[17,23]","[47.1769164,52.8243943]","[3.0804641,8.5909636]",POPLATEK MESICNE,Male
"[70,74]","[17,23]","[47.1769164,52.8243943]","[3.0804641,8.5909636]",POPLATEK MESICNE,Female
"[70,74]","[17,23]","[47.1769164,52.8243943]","[3.0804641,8.5909636]",POPLATEK MESICNE,Female
"[72,76]","[25,29]","[45.3668603,52.3792867]","[1.4175744,8.834900928119382]",POPLATEK MESICNE,Male
"[72,76]","[25,29]","[45.3668603,52.3792867]","[1.4175744,8.834900928119382]",POPLATEK MESICNE,Female
"[72,76]","[25,29]","[45.3668603,52.3792867]","[1.4175744,8.834900928119382]",POPLATEK MESICNE,Female
"[72,76]","[25,29]","[45.3668603,52.3792867]","[1.4175744,8.834900928119382]",POPLATEK MESICNE,Male
"[72,76]","[25,29]","[45.3668603,52.3792867]","[1.4175744,8.834900928119382]",POPLATEK MESICNE,Male
"[72,76]","[25,29]","[45.3668603,52.3792867]","[1.4175744,8.834900928119382]",POPLATEK MESICNE,Female
"[39,47]","[38,51]","[44.0289536,47.71782]","[-115.6106061,-123.0111111]",POPLATEK MESICNE,Female
"[39,47]","[38,51]","[44.0289536,47.71782]","[-115.6106061,-123.0111111]",POPLATEK MESICNE,Male
"[39,47]","[38,51]","[44.0289536,47.71782]","[-115.6106061,-123.0111111]",POPLATEK MESICNE,Female
"[39,47]","[38,51]","[44.0289536,47.71782]","[-115.6106061,-123.0111111]",POPLATEK MESICNE,Male
"[39,47]","[38,51]","[44.0289536,47.71782]","[-115.6106061,-123.0111111]",POPLATEK MESICNE,Female
"[39,47]","[38,51]","[44.0289536,47.71782]","[-115.6106061,-123.0111111]",POPLATEK MESICNE,Male
"[51,55]","[30,48]","[43.205189,47.71782]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Male
"[51,55]","[30,48]","[43.205189,47.71782]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Female
"[51,55]","[30,48]","[43.205189,47.71782]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Male
"[51,55]","[30,48]","[43.205189,47.71782]","[-115.6106061,-88.822156]",POPLATEK MESICNE,Male
"[51,55]","[30,48]","[43.205189,47.71782]","[-115.6106061,-88.822156]",POPLATEK PO OBRATU,Male
"[42,54]","[29,46]","[43.045566,58.4865234]","[-62.708648,-88.822156]",POPLATEK PO OBRATU,Male
"[42,54]","[29,46]","[43.045566,58.4865234]","[-62.708648,-88.822156]",POPLATEK MESICNE,Male
"[42,54]","[29,46]","[43.045566,58.4865234]","[-62.708648,-88.822156]",POPLATEK MESICNE,Female
"[42,54]","[29,46]","[43.045566,58.4865234]","[-62.708648,-88.822156]",POPLATEK MESICNE,Male
"[42,54]","[29,46]","[43.045566,58.4865234]","[-62.708648,-88.822156]",POPLATEK MESICNE,Male
"[40,55]","[31,40]","[43.0323141,58.4865234]","[-5.9201863,-8.421749]",POPLATEK MESICNE,Female
"[40,55]","[31,40]","[43.0323141,58.4865234]","[-5.9201863,-8.421749]",POPLATEK PO OBRATU,Male
"[40,55]","[31,40]","[43.0323141,58.4865234]","[-5.9201863,-8.421749]",POPLATEK MESICNE,Male
"[40,55]","[31,40]","[43.0323141,58.4865234]","[-5.9201863,-8.421749]",POPLATEK MESICNE,Female
"[40,55]","[31,40]","[43.0323141,58.4865234]","[-5.9201863,-8.421749]",POPLATEK MESICNE,Female
"[40,55]","[31,40]","[43.0323141,58.4865234]","[-5.9201863,-8.421749]",POPLATEK MESICNE,Male
"[41,48]","[31,37]","[43.1900046,60.1927138]","[-0.33248,-5.9201863]",POPLATEK MESICNE,Female
"[41,48]","[31,37]","[43.1900046,60.1927138]","[-0.33248,-5.9201863]",POPLATEK MESICNE,Female
"[41,48]","[31,37]","[43.1900046,60.1927138]","[-0.33248,-5.9201863]",POPLATEK MESICNE,Female
"[41,48]","[31,37]","[43.1900046,60.1927138]","[-0.33248,-5.9201863]",POPLATEK TYDNE,Male
"[41,48]","[31,37]","[43.1900046,60.1927138]","[-0.33248,-5.9201863]",POPLATEK MESICNE,Male
"[50,54]","[29,37]","[44.3717578,60.1927138]","[-1.0773823,0.9602051]",POPLATEK MESICNE,Male
"[50,54]","[29,37]","[44.3717578,60.1927138]","[-1.0773823,0.9602051]",POPLATEK MESICNE,Male
"[50,54]","[29,37]","[44.3717578,60.1927138]","[-1.0773823,0.9602051]",POPLATEK MESICNE,Female
"[50,54]","[29,37]","[44.3717578,60.1927138]","[-1.0773823,0.9602051]",POPLATEK MESICNE,Male
"[50,54]","[29,37]","[44.3717578,60.1927138]","[-1.0773823,0.9602051]",POPLATEK MESICNE,Male
"[40,47]","[38,50]","[43.3413582,52.61999]","[-0.1247769,0.3774018]",POPLATEK MESICNE,Female
"[40,47]","[38,50]","[43.3413582,52.61999]","[-0.1247769,0.3774018]",POPLATEK MESICNE,Male
"[40,47]","[38,50]","[43.3413582,52.61999]","[-0.1247769,0.3774018]",POPLATEK MESICNE,Male
"[40,47]","[38,50]","[43.3413582,52.61999]","[-0.1247769,0.3774018]",POPLATEK MESICNE,Male
"[40,47]","[38,50]","[43.3413582,52.61999]","[-0.1247769,0.3774018]",POPLATEK MESICNE,Male
"[48,54]","[42,52]","[43.1900046,52.45376785]","[-0.1247769,0.9602051]",POPLATEK MESICNE,Female
"[48,54]","[42,52]","[43.1900046,52.45376785]","[-0.1247769,0.9602051]",POPLATEK MESICNE,Male
"[48,54]","[42,52]","[43.1900046,52.45376785]","[-0.1247769,0.9602051]",POPLATEK MESICNE,Female
"[48,54]","[42,52]","[43.1900046,52.45376785]","[-0.1247769,0.9602051]",POPLATEK MESICNE,Female
"[48,54]","[42,52]","[43.1900046,52.45376785]","[-0.1247769,0.9602051]",POPLATEK MESICNE,Female
"[39,43]","[34,37]","[45.9494582,52.370336]","[10.2524462,8.5909636]",POPLATEK MESICNE,Female
"[39,43]","[34,37]","[45.9494582,52.370336]","[10.2524462,8.5909636]",POPLATEK MESICNE,Female
"[39,43]","[34,37]","[45.9494582,52.370336]","[10.2524462,8.5909636]",POPLATEK MESICNE,Male
"[39,43]","[34,37]","[45.9494582,52.370336]","[10.2524462,8.5909636]",POPLATEK MESICNE,Male
"[39,43]","[34,37]","[45.9494582,52.370336]","[10.2524462,8.5909636]",POPLATEK TYDNE,Male
